Date,IT Dep.,CostElement,Country,Budget
1/02/2020,EIM,Software Maintenance,USA,"29,222"
1/03/2020,EIM,Software Maintenance,USA,"9,335"
1/04/2020,EIM,Software Maintenance,USA,"9,335"
1/05/2020,EIM,Software Maintenance,USA,"9,335"
1/06/2020,EIM,Software Maintenance,USA,"10,085"
1/07/2020,EIM,Software Maintenance,USA,"9,335"
1/08/2020,EIM,Software Maintenance,USA,"29,341"
1/09/2020,EIM,Software Maintenance,USA,"14,121"
1/10/2020,EIM,Software Maintenance,USA,"18,329"
1/11/2020,EIM,Software Maintenance,USA,"17,292"
1/12/2020,EIM,Software Maintenance,USA,"17,292"
1/01/2020,EIM,Supplies,USA,375
1/02/2020,EIM,Supplies,USA,375
1/03/2020,EIM,Supplies,USA,375
1/04/2020,EIM,Supplies,USA,375
1/05/2020,EIM,Supplies,USA,375
1/06/2020,EIM,Supplies,USA,375
1/07/2020,EIM,Supplies,USA,375
1/08/2020,EIM,Supplies,USA,375
1/09/2020,EIM,Supplies,USA,375
1/10/2020,EIM,Supplies,USA,375
1/11/2020,EIM,Supplies,USA,375
1/12/2020,EIM,Supplies,USA,375
1/01/2020,EIM,Telecomm,USA,"1,500"
1/02/2020,EIM,Telecomm,USA,"1,500"
1/03/2020,EIM,Telecomm,USA,"1,500"
1/04/2020,EIM,Telecomm,USA,"1,500"
1/05/2020,EIM,Telecomm,USA,"1,500"
1/06/2020,EIM,Telecomm,USA,"1,500"
1/07/2020,EIM,Telecomm,USA,"1,500"
1/08/2020,EIM,Telecomm,USA,"1,500"
1/09/2020,EIM,Telecomm,USA,"1,500"
1/10/2020,EIM,Telecomm,USA,"1,500"
1/11/2020,EIM,Telecomm,USA,"1,500"
1/12/2020,EIM,Telecomm,USA,"1,500"
1/01/2020,EIM,Training,USA,"2,688"
1/02/2020,EIM,Training,USA,"2,688"
1/03/2020,EIM,Training,USA,"2,688"
1/04/2020,EIM,Training,USA,"2,688"
1/05/2020,EIM,Training,USA,"2,688"
1/06/2020,EIM,Training,USA,"2,688"
1/07/2020,EIM,Training,USA,"2,688"
1/08/2020,EIM,Training,USA,"2,688"
1/09/2020,EIM,Training,USA,"2,688"
1/10/2020,EIM,Training,USA,"2,688"
1/11/2020,EIM,Training,USA,"2,688"
1/12/2020,EIM,Training,USA,"2,688"
1/01/2020,EIM,Travel,USA,"1,563"
1/02/2020,EIM,Travel,USA,"3,663"
1/03/2020,EIM,Travel,USA,"1,563"
1/04/2020,EIM,Travel,USA,"1,563"
1/05/2020,EIM,Travel,USA,"3,663"
1/06/2020,EIM,Travel,USA,"1,563"
1/07/2020,EIM,Travel,USA,"1,563"
1/08/2020,EIM,Travel,USA,"3,663"
1/09/2020,EIM,Travel,USA,"1,563"
1/10/2020,EIM,Travel,USA,"1,563"
1/11/2020,EIM,Travel,USA,"3,663"
1/12/2020,EIM,Travel,USA,"1,563"
1/01/2020,Emerging,Depreciation,Brazil,"4,909"
1/02/2020,Emerging,Depreciation,Brazil,"4,909"
1/03/2020,Emerging,Depreciation,Brazil,"4,909"
1/04/2020,Emerging,Depreciation,Brazil,"4,909"
1/05/2020,Emerging,Depreciation,Brazil,"4,909"
1/06/2020,Emerging,Depreciation,Brazil,"4,909"
1/07/2020,Emerging,Depreciation,Brazil,"4,909"
1/08/2020,Emerging,Depreciation,Brazil,"4,909"
1/09/2020,Emerging,Depreciation,Brazil,"4,909"
1/10/2020,Emerging,Depreciation,Brazil,"4,909"
1/11/2020,Emerging,Depreciation,Brazil,"4,909"
1/12/2020,Emerging,Depreciation,Brazil,"4,909"
1/01/2020,Emerging,Depreciation,Mexico,"5,590"
1/02/2020,Emerging,Depreciation,Mexico,"5,590"
1/03/2020,Emerging,Depreciation,Mexico,"5,590"
1/04/2020,Emerging,Depreciation,Mexico,"5,590"
1/05/2020,Emerging,Depreciation,Mexico,"5,590"
1/06/2020,Emerging,Depreciation,Mexico,"5,590"
1/07/2020,Emerging,Depreciation,Mexico,"5,590"
1/08/2020,Emerging,Depreciation,Mexico,"5,590"
1/09/2020,Emerging,Depreciation,Mexico,"5,590"
1/10/2020,Emerging,Depreciation,Mexico,"5,855"
1/11/2020,Emerging,Depreciation,Mexico,"5,855"
1/12/2020,Emerging,Depreciation,Mexico,"5,855"
1/01/2020,Emerging,Employee Performance,USA,18
1/02/2020,Emerging,Employee Performance,USA,18
1/03/2020,Emerging,Employee Performance,USA,18
1/04/2020,Emerging,Employee Performance,USA,18
1/05/2020,Emerging,Employee Performance,USA,18
1/06/2020,Emerging,Employee Performance,USA,18
1/07/2020,Emerging,Employee Performance,USA,18
1/08/2020,Emerging,Employee Performance,USA,18
1/09/2020,Emerging,Employee Performance,USA,18
1/10/2020,Emerging,Employee Performance,USA,18
1/11/2020,Emerging,Employee Performance,USA,18
1/12/2020,Emerging,Employee Performance,USA,18
1/01/2020,Emerging,External Labor,Brazil,"5,999"
1/02/2020,Emerging,External Labor,Brazil,"5,999"
1/03/2020,Emerging,External Labor,Brazil,"5,999"
1/04/2020,Emerging,External Labor,Brazil,"5,999"
1/05/2020,Emerging,External Labor,Brazil,"5,999"
1/06/2020,Emerging,External Labor,Brazil,"5,999"
1/07/2020,Emerging,External Labor,Brazil,"5,999"
1/08/2020,Emerging,External Labor,Brazil,"5,999"
1/09/2020,Emerging,External Labor,Brazil,"5,999"
1/10/2020,Emerging,External Labor,Brazil,"5,999"
1/11/2020,Emerging,External Labor,Brazil,"5,999"
1/12/2020,Emerging,External Labor,Brazil,"5,999"
1/01/2020,Emerging,External Labor,Mexico,"5,550"
1/02/2020,Emerging,External Labor,Mexico,"5,550"
1/03/2020,Emerging,External Labor,Mexico,"5,550"
1/04/2020,Emerging,External Labor,Mexico,"5,550"
1/05/2020,Emerging,External Labor,Mexico,"5,550"
1/06/2020,Emerging,External Labor,Mexico,"5,550"
1/07/2020,Emerging,External Labor,Mexico,"5,550"
1/08/2020,Emerging,External Labor,Mexico,"5,550"
1/09/2020,Emerging,External Labor,Mexico,"5,550"
1/10/2020,Emerging,External Labor,Mexico,"5,550"
1/11/2020,Emerging,External Labor,Mexico,"5,550"
1/12/2020,Emerging,External Labor,Mexico,"5,550"
1/01/2020,Emerging,Hardware Maintenance,Brazil,"4,704"
1/02/2020,Emerging,Hardware Maintenance,Brazil,"4,704"
1/03/2020,Emerging,Hardware Maintenance,Brazil,"4,704"
1/04/2020,Emerging,Hardware Maintenance,Brazil,"4,704"
1/05/2020,Emerging,Hardware Maintenance,Brazil,"4,704"
1/06/2020,Emerging,Hardware Maintenance,Brazil,"4,704"
1/07/2020,Emerging,Hardware Maintenance,Brazil,"4,704"
1/08/2020,Emerging,Hardware Maintenance,Brazil,"9,804"
1/09/2020,Emerging,Hardware Maintenance,Brazil,"10,704"
1/10/2020,Emerging,Hardware Maintenance,Brazil,"4,704"
1/11/2020,Emerging,Hardware Maintenance,Brazil,"4,704"
1/12/2020,Emerging,Hardware Maintenance,Brazil,"4,704"
1/01/2020,Emerging,Internal Labor,Mexico,"19,108"
1/02/2020,Emerging,Internal Labor,Mexico,"19,128"
1/03/2020,Emerging,Internal Labor,Mexico,"19,207"
1/04/2020,Emerging,Internal Labor,Mexico,"19,736"
1/05/2020,Emerging,Internal Labor,Mexico,"19,736"
1/06/2020,Emerging,Internal Labor,Mexico,"19,736"
1/07/2020,Emerging,Internal Labor,Mexico,"19,734"
1/08/2020,Emerging,Internal Labor,Mexico,"19,734"
1/09/2020,Emerging,Internal Labor,Mexico,"19,734"
1/10/2020,Emerging,Internal Labor,Mexico,"19,738"
1/11/2020,Emerging,Internal Labor,Mexico,"19,738"
1/12/2020,Emerging,Internal Labor,Mexico,"18,543"
1/01/2020,Emerging,Internal Labor,USA,"8,943"
1/02/2020,Emerging,Internal Labor,USA,"8,943"
1/03/2020,Emerging,Internal Labor,USA,"8,943"
1/04/2020,Emerging,Internal Labor,USA,"8,943"
1/05/2020,Emerging,Internal Labor,USA,"8,943"
1/06/2020,Emerging,Internal Labor,USA,"8,943"
1/07/2020,Emerging,Internal Labor,USA,"8,943"
1/08/2020,Emerging,Internal Labor,USA,"8,943"
1/09/2020,Emerging,Internal Labor,USA,"8,943"
1/10/2020,Emerging,Internal Labor,USA,"8,943"
1/11/2020,Emerging,Internal Labor,USA,"8,943"
1/12/2020,Emerging,Internal Labor,USA,"8,943"
1/01/2020,Emerging,Other,Brazil,"1,478"
1/02/2020,Emerging,Other,Brazil,"1,478"
1/03/2020,Emerging,Other,Brazil,"1,478"
1/04/2020,Emerging,Other,Brazil,"1,478"
1/05/2020,Emerging,Other,Brazil,"1,478"
1/06/2020,Emerging,Other,Brazil,"1,476"
1/07/2020,Emerging,Other,Brazil,"1,476"
1/08/2020,Emerging,Other,Brazil,"1,476"
1/09/2020,Emerging,Other,Brazil,"1,476"
1/10/2020,Emerging,Other,Brazil,"1,476"
1/11/2020,Emerging,Other,Brazil,"1,476"
1/12/2020,Emerging,Other,Brazil,"1,476"
1/01/2020,Emerging,Other,Mexico,808
1/02/2020,Emerging,Other,Mexico,808
1/03/2020,Emerging,Other,Mexico,808
1/04/2020,Emerging,Other,Mexico,808
1/05/2020,Emerging,Other,Mexico,808
1/06/2020,Emerging,Other,Mexico,808
1/07/2020,Emerging,Other,Mexico,808
1/08/2020,Emerging,Other,Mexico,808
1/09/2020,Emerging,Other,Mexico,808
1/10/2020,Emerging,Other,Mexico,808
1/11/2020,Emerging,Other,Mexico,808
1/12/2020,Emerging,Other,Mexico,808
1/01/2020,Emerging,Other,USA,"16,250"
1/02/2020,Emerging,Other,USA,"16,250"
1/03/2020,Emerging,Other,USA,"16,250"
1/04/2020,Emerging,Other,USA,"16,250"
1/05/2020,Emerging,Other,USA,"16,250"
1/06/2020,Emerging,Other,USA,"16,250"
1/07/2020,Emerging,Other,USA,"16,250"
1/08/2020,Emerging,Other,USA,"16,250"
1/09/2020,Emerging,Other,USA,"16,250"
1/10/2020,Emerging,Other,USA,"16,250"
1/11/2020,Emerging,Other,USA,"16,250"
1/12/2020,Emerging,Other,USA,"16,250"
1/01/2020,Emerging,Severance,Mexico,"1,809"
1/02/2020,Emerging,Severance,Mexico,"1,809"
1/03/2020,Emerging,Severance,Mexico,"1,809"
1/04/2020,Emerging,Severance,Mexico,"1,809"
1/05/2020,Emerging,Severance,Mexico,"1,809"
1/06/2020,Emerging,Severance,Mexico,"1,809"
1/07/2020,Emerging,Severance,Mexico,"1,809"
1/08/2020,Emerging,Severance,Mexico,"1,809"
1/09/2020,Emerging,Severance,Mexico,"1,809"
1/10/2020,Emerging,Severance,Mexico,"1,809"
1/11/2020,Emerging,Severance,Mexico,"1,809"
1/12/2020,Emerging,Severance,Mexico,"1,809"
1/01/2020,Emerging,Supplies,Brazil,68
1/02/2020,Emerging,Supplies,Brazil,68
1/03/2020,Emerging,Supplies,Brazil,68
1/04/2020,Emerging,Supplies,Brazil,68
1/05/2020,Emerging,Supplies,Brazil,68
1/06/2020,Emerging,Supplies,Brazil,68
1/07/2020,Emerging,Supplies,Brazil,68
1/08/2020,Emerging,Supplies,Brazil,68
1/09/2020,Emerging,Supplies,Brazil,68
1/10/2020,Emerging,Supplies,Brazil,68
1/11/2020,Emerging,Supplies,Brazil,68
1/12/2020,Emerging,Supplies,Brazil,68
1/01/2020,Emerging,Supplies,Mexico,24
1/02/2020,Emerging,Supplies,Mexico,24
1/03/2020,Emerging,Supplies,Mexico,24
1/04/2020,Emerging,Supplies,Mexico,24
1/05/2020,Emerging,Supplies,Mexico,24
1/06/2020,Emerging,Supplies,Mexico,24
1/07/2020,Emerging,Supplies,Mexico,24
1/08/2020,Emerging,Supplies,Mexico,24
1/09/2020,Emerging,Supplies,Mexico,24
1/10/2020,Emerging,Supplies,Mexico,24
1/11/2020,Emerging,Supplies,Mexico,24
1/12/2020,Emerging,Supplies,Mexico,24
1/01/2020,Emerging,Taxes,Mexico,40
1/02/2020,Emerging,Taxes,Mexico,40
1/03/2020,Emerging,Taxes,Mexico,40
1/04/2020,Emerging,Taxes,Mexico,40
1/05/2020,Emerging,Taxes,Mexico,40
1/06/2020,Emerging,Taxes,Mexico,40
1/07/2020,Emerging,Taxes,Mexico,40
1/08/2020,Emerging,Taxes,Mexico,40
1/09/2020,Emerging,Taxes,Mexico,40
1/10/2020,Emerging,Taxes,Mexico,40
1/11/2020,Emerging,Taxes,Mexico,40
1/12/2020,Emerging,Taxes,Mexico,40
1/01/2020,Emerging,Telecomm,Brazil,"2,442"
1/02/2020,Emerging,Telecomm,Brazil,"2,442"
1/03/2020,Emerging,Telecomm,Brazil,"2,442"
1/04/2020,Emerging,Telecomm,Brazil,"2,442"
1/05/2020,Emerging,Telecomm,Brazil,"2,442"
1/06/2020,Emerging,Telecomm,Brazil,"2,442"
1/07/2020,Emerging,Telecomm,Brazil,"2,442"
1/08/2020,Emerging,Telecomm,Brazil,"2,442"
1/09/2020,Emerging,Telecomm,Brazil,"2,442"
1/10/2020,Emerging,Telecomm,Brazil,"2,442"
1/11/2020,Emerging,Telecomm,Brazil,"2,442"
1/12/2020,Emerging,Telecomm,Brazil,"2,442"
1/01/2020,Emerging,Telecomm,USA,105
1/02/2020,Emerging,Telecomm,USA,105
1/03/2020,Emerging,Telecomm,USA,105
1/04/2020,Emerging,Telecomm,USA,105
1/05/2020,Emerging,Telecomm,USA,105
1/06/2020,Emerging,Telecomm,USA,105
1/07/2020,Emerging,Telecomm,USA,105
1/08/2020,Emerging,Telecomm,USA,105
1/09/2020,Emerging,Telecomm,USA,105
1/10/2020,Emerging,Telecomm,USA,105
1/11/2020,Emerging,Telecomm,USA,105
1/12/2020,Emerging,Telecomm,USA,105
1/01/2020,Emerging,Training,Mexico,858
1/02/2020,Emerging,Training,Mexico,858
1/03/2020,Emerging,Training,Mexico,858
1/04/2020,Emerging,Training,Mexico,858
1/05/2020,Emerging,Training,Mexico,858
1/06/2020,Emerging,Training,Mexico,858
1/07/2020,Emerging,Training,Mexico,858
1/08/2020,Emerging,Training,Mexico,858
1/09/2020,Emerging,Training,Mexico,858
1/10/2020,Emerging,Training,Mexico,858
1/11/2020,Emerging,Training,Mexico,858
1/12/2020,Emerging,Training,Mexico,858
1/01/2020,Emerging,Training,USA,19
1/02/2020,Emerging,Training,USA,19
1/03/2020,Emerging,Training,USA,19
1/04/2020,Emerging,Training,USA,19
1/05/2020,Emerging,Training,USA,19
1/06/2020,Emerging,Training,USA,19
1/07/2020,Emerging,Training,USA,19
1/08/2020,Emerging,Training,USA,19
1/09/2020,Emerging,Training,USA,19
1/10/2020,Emerging,Training,USA,19
1/11/2020,Emerging,Training,USA,19
1/12/2020,Emerging,Training,USA,19
1/02/2020,Emerging,Travel,Brazil,900
1/05/2020,Emerging,Travel,Brazil,900
1/08/2020,Emerging,Travel,Brazil,900
1/01/2020,Emerging,Travel,Mexico,"2,168"
1/02/2020,Emerging,Travel,Mexico,"2,168"
1/03/2020,Emerging,Travel,Mexico,"2,168"
1/04/2020,Emerging,Travel,Mexico,"2,168"
1/05/2020,Emerging,Travel,Mexico,"2,168"
1/06/2020,Emerging,Travel,Mexico,"2,168"
1/07/2020,Emerging,Travel,Mexico,"2,168"
1/08/2020,Emerging,Travel,Mexico,"2,168"
1/09/2020,Emerging,Travel,Mexico,"2,168"
1/10/2020,Emerging,Travel,Mexico,"2,168"
1/11/2020,Emerging,Travel,Mexico,"2,168"
1/12/2020,Emerging,Travel,Mexico,"2,168"
1/01/2020,Emerging,Travel,USA,"2,350"
1/02/2020,Emerging,Travel,USA,"2,350"
1/03/2020,Emerging,Travel,USA,"2,350"
1/04/2020,Emerging,Travel,USA,"2,350"
1/05/2020,Emerging,Travel,USA,"2,350"
1/06/2020,Emerging,Travel,USA,"2,350"
1/07/2020,Emerging,Travel,USA,"2,350"
1/08/2020,Emerging,Travel,USA,"2,350"
1/09/2020,Emerging,Travel,USA,"2,350"
1/10/2020,Emerging,Travel,USA,"2,350"
1/11/2020,Emerging,Travel,USA,"2,350"
1/12/2020,Emerging,Travel,USA,"2,350"
1/01/2020,Emerging,Vehicles,Mexico,324
1/02/2020,Emerging,Vehicles,Mexico,130
1/03/2020,Emerging,Vehicles,Mexico,130
1/04/2020,Emerging,Vehicles,Mexico,324
1/05/2020,Emerging,Vehicles,Mexico,130
1/06/2020,Emerging,Vehicles,Mexico,130
1/07/2020,Emerging,Vehicles,Mexico,324
1/08/2020,Emerging,Vehicles,Mexico,130
1/09/2020,Emerging,Vehicles,Mexico,130
1/10/2020,Emerging,Vehicles,Mexico,324
1/11/2020,Emerging,Vehicles,Mexico,130
1/12/2020,Emerging,Vehicles,Mexico,130
1/01/2020,Enterprise Capabilities,External Labor,United Kingdom,"6,700"
1/02/2020,Enterprise Capabilities,External Labor,United Kingdom,"6,700"
1/01/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"16,350"
1/02/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"16,350"
1/03/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"16,350"
1/04/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"16,350"
1/05/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"16,350"
1/06/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"16,350"
1/07/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"16,350"
1/08/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"16,350"
1/09/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"16,350"
1/10/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"16,350"
1/11/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"16,350"
1/12/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"16,350"
1/09/2020,Enterprise Capabilities,Software Maintenance,United Kingdom,"11,226"
1/01/2020,GRC,Employee Performance,USA,7
1/02/2020,GRC,Employee Performance,USA,7
1/03/2020,GRC,Employee Performance,USA,7
1/04/2020,GRC,Employee Performance,USA,7
1/05/2020,GRC,Employee Performance,USA,7
1/06/2020,GRC,Employee Performance,USA,7
1/07/2020,GRC,Employee Performance,USA,7
1/08/2020,GRC,Employee Performance,USA,7
1/09/2020,GRC,Employee Performance,USA,7
1/10/2020,GRC,Employee Performance,USA,7
1/11/2020,GRC,Employee Performance,USA,7
1/12/2020,GRC,Employee Performance,USA,7
1/01/2020,GRC,External Labor,Germany,"14,815"
1/02/2020,GRC,External Labor,Germany,"14,815"
1/03/2020,GRC,External Labor,Germany,"14,815"
1/04/2020,GRC,External Labor,Germany,"14,815"
1/05/2020,GRC,External Labor,Germany,"14,815"
1/06/2020,GRC,External Labor,Germany,"14,815"
1/07/2020,GRC,External Labor,Germany,"14,815"
1/08/2020,GRC,External Labor,Germany,"14,815"
1/09/2020,GRC,External Labor,Germany,"14,815"
1/10/2020,GRC,External Labor,Germany,"14,815"
1/11/2020,GRC,External Labor,Germany,"14,815"
1/12/2020,GRC,External Labor,Germany,"14,815"
1/01/2020,GRC,External Labor,Italy,"8,045"
1/02/2020,GRC,External Labor,Italy,"8,045"
1/03/2020,GRC,External Labor,Italy,"8,045"
1/04/2020,GRC,External Labor,Italy,"8,045"
1/05/2020,GRC,External Labor,Italy,"8,045"
1/06/2020,GRC,External Labor,Italy,"8,045"
1/07/2020,GRC,External Labor,Italy,"7,183"
1/08/2020,GRC,External Labor,Italy,"7,183"
1/09/2020,GRC,External Labor,Italy,"7,183"
1/10/2020,GRC,External Labor,Italy,"7,183"
1/11/2020,GRC,External Labor,Italy,"7,183"
1/12/2020,GRC,External Labor,Italy,"7,183"
1/01/2020,GRC,External Labor,Spain,"1,916"
1/02/2020,GRC,External Labor,Spain,"1,916"
1/03/2020,GRC,External Labor,Spain,"1,916"
1/04/2020,GRC,External Labor,Spain,"1,916"
1/05/2020,GRC,External Labor,Spain,"1,916"
1/06/2020,GRC,External Labor,Spain,"1,916"
1/07/2020,GRC,External Labor,Spain,"1,916"
1/08/2020,GRC,External Labor,Spain,"1,916"
1/09/2020,GRC,External Labor,Spain,"1,916"
1/10/2020,GRC,External Labor,Spain,"1,916"
1/11/2020,GRC,External Labor,Spain,"1,916"
1/12/2020,GRC,External Labor,Spain,"1,916"
1/01/2020,GRC,External Labor,United Kingdom,"5,775"
1/02/2020,GRC,External Labor,United Kingdom,"5,775"
1/03/2020,GRC,External Labor,United Kingdom,"5,775"
1/04/2020,GRC,External Labor,United Kingdom,"5,775"
1/05/2020,GRC,External Labor,United Kingdom,"5,775"
1/06/2020,GRC,External Labor,United Kingdom,"5,775"
1/07/2020,GRC,External Labor,United Kingdom,"5,775"
1/08/2020,GRC,External Labor,United Kingdom,"5,775"
1/09/2020,GRC,External Labor,United Kingdom,"5,775"
1/10/2020,GRC,External Labor,United Kingdom,"5,775"
1/11/2020,GRC,External Labor,United Kingdom,"5,775"
1/12/2020,GRC,External Labor,United Kingdom,"5,775"
1/01/2020,GRC,External Labor,USA,8
1/02/2020,GRC,External Labor,USA,8
1/03/2020,GRC,External Labor,USA,8
