Date,IT Dep.,CostElement,Country,Forecast
1/03/2020,Distribution,Hardware,Spain,329
1/07/2020,Distribution,Hardware,Spain,272
1/08/2020,Distribution,Hardware,Spain,272
1/09/2020,Distribution,Hardware,Spain,272
1/10/2020,Distribution,Hardware,Spain,272
1/11/2020,Distribution,Hardware,Spain,272
1/12/2020,Distribution,Hardware,Spain,272
1/02/2020,Distribution,Hardware,USA,951
1/03/2020,Distribution,Hardware,USA,"2,058"
1/04/2020,Distribution,Hardware,USA,188
1/05/2020,Distribution,Hardware,USA,32
1/06/2020,Distribution,Hardware,USA,"2,930"
1/01/2020,Distribution,Internal Labor,Belgium,"10,713"
1/02/2020,Distribution,Internal Labor,Belgium,"11,473"
1/03/2020,Distribution,Internal Labor,Belgium,"9,698"
1/04/2020,Distribution,Internal Labor,Belgium,"9,577"
1/05/2020,Distribution,Internal Labor,Belgium,"11,716"
1/06/2020,Distribution,Internal Labor,Belgium,"30,449"
1/07/2020,Distribution,Internal Labor,Belgium,"7,183"
1/08/2020,Distribution,Internal Labor,Belgium,"7,183"
1/09/2020,Distribution,Internal Labor,Belgium,"7,183"
1/10/2020,Distribution,Internal Labor,Belgium,"7,183"
1/11/2020,Distribution,Internal Labor,Belgium,"7,183"
1/12/2020,Distribution,Internal Labor,Belgium,"7,183"
1/01/2020,Distribution,Internal Labor,Canada,"9,850"
1/02/2020,Distribution,Internal Labor,Canada,"11,670"
1/03/2020,Distribution,Internal Labor,Canada,"22,650"
1/04/2020,Distribution,Internal Labor,Canada,"6,526"
1/05/2020,Distribution,Internal Labor,Canada,"6,548"
1/06/2020,Distribution,Internal Labor,Canada,"-5,298"
1/07/2020,Distribution,Internal Labor,Canada,"5,731"
1/08/2020,Distribution,Internal Labor,Canada,"5,723"
1/09/2020,Distribution,Internal Labor,Canada,"5,723"
1/10/2020,Distribution,Internal Labor,Canada,"5,723"
1/11/2020,Distribution,Internal Labor,Canada,"5,723"
1/12/2020,Distribution,Internal Labor,Canada,"5,723"
1/01/2020,Distribution,Internal Labor,France,"14,195"
1/02/2020,Distribution,Internal Labor,France,"18,305"
1/03/2020,Distribution,Internal Labor,France,"18,778"
1/04/2020,Distribution,Internal Labor,France,"19,719"
1/05/2020,Distribution,Internal Labor,France,"20,228"
1/06/2020,Distribution,Internal Labor,France,"21,021"
1/07/2020,Distribution,Internal Labor,France,"26,899"
1/08/2020,Distribution,Internal Labor,France,"26,899"
1/09/2020,Distribution,Internal Labor,France,"26,899"
1/10/2020,Distribution,Internal Labor,France,"26,899"
1/11/2020,Distribution,Internal Labor,France,"26,899"
1/12/2020,Distribution,Internal Labor,France,"26,899"
1/01/2020,Distribution,Internal Labor,Germany,"24,195"
1/02/2020,Distribution,Internal Labor,Germany,"7,689"
1/03/2020,Distribution,Internal Labor,Germany,"26,997"
1/04/2020,Distribution,Internal Labor,Germany,"25,528"
1/05/2020,Distribution,Internal Labor,Germany,"30,417"
1/06/2020,Distribution,Internal Labor,Germany,"28,605"
1/07/2020,Distribution,Internal Labor,Germany,"14,366"
1/08/2020,Distribution,Internal Labor,Germany,"14,366"
1/09/2020,Distribution,Internal Labor,Germany,"14,366"
1/10/2020,Distribution,Internal Labor,Germany,"14,366"
1/11/2020,Distribution,Internal Labor,Germany,"14,366"
1/12/2020,Distribution,Internal Labor,Germany,"14,366"
1/01/2020,Distribution,Internal Labor,Italy,"49,551"
1/02/2020,Distribution,Internal Labor,Italy,"8,985"
1/03/2020,Distribution,Internal Labor,Italy,"-42,690"
1/04/2020,Distribution,Internal Labor,Italy,"8,011"
1/05/2020,Distribution,Internal Labor,Italy,"8,790"
1/06/2020,Distribution,Internal Labor,Italy,"8,430"
1/07/2020,Distribution,Internal Labor,Italy,"7,183"
1/08/2020,Distribution,Internal Labor,Italy,"7,183"
1/09/2020,Distribution,Internal Labor,Italy,"7,183"
1/10/2020,Distribution,Internal Labor,Italy,"7,183"
1/11/2020,Distribution,Internal Labor,Italy,"7,183"
1/12/2020,Distribution,Internal Labor,Italy,"7,183"
1/01/2020,Distribution,Internal Labor,Spain,"4,581"
1/02/2020,Distribution,Internal Labor,Spain,"4,724"
1/03/2020,Distribution,Internal Labor,Spain,"5,320"
1/04/2020,Distribution,Internal Labor,Spain,"5,453"
1/05/2020,Distribution,Internal Labor,Spain,"5,774"
1/06/2020,Distribution,Internal Labor,Spain,"5,570"
1/07/2020,Distribution,Internal Labor,Spain,"9,155"
1/08/2020,Distribution,Internal Labor,Spain,"9,029"
1/09/2020,Distribution,Internal Labor,Spain,"9,155"
1/10/2020,Distribution,Internal Labor,Spain,"9,155"
1/11/2020,Distribution,Internal Labor,Spain,"9,155"
1/12/2020,Distribution,Internal Labor,Spain,"9,155"
1/01/2020,Distribution,Internal Labor,Switzerland,"9,438"
1/02/2020,Distribution,Internal Labor,Switzerland,"14,068"
1/03/2020,Distribution,Internal Labor,Switzerland,"-13,374"
1/04/2020,Distribution,Internal Labor,Switzerland,"6,020"
1/05/2020,Distribution,Internal Labor,Switzerland,"8,979"
1/06/2020,Distribution,Internal Labor,Switzerland,"6,485"
1/01/2020,Distribution,Internal Labor,United Kingdom,"8,755"
1/02/2020,Distribution,Internal Labor,United Kingdom,"9,101"
1/03/2020,Distribution,Internal Labor,United Kingdom,"12,558"
1/04/2020,Distribution,Internal Labor,United Kingdom,"8,096"
1/05/2020,Distribution,Internal Labor,United Kingdom,"8,403"
1/06/2020,Distribution,Internal Labor,United Kingdom,"7,779"
1/07/2020,Distribution,Internal Labor,United Kingdom,"7,500"
1/08/2020,Distribution,Internal Labor,United Kingdom,"7,500"
1/09/2020,Distribution,Internal Labor,United Kingdom,"7,500"
1/10/2020,Distribution,Internal Labor,United Kingdom,"7,500"
1/11/2020,Distribution,Internal Labor,United Kingdom,"7,500"
1/12/2020,Distribution,Internal Labor,United Kingdom,"7,500"
1/01/2020,Distribution,Internal Labor,USA,"75,649"
1/02/2020,Distribution,Internal Labor,USA,"84,668"
1/03/2020,Distribution,Internal Labor,USA,"90,096"
1/04/2020,Distribution,Internal Labor,USA,"78,182"
1/05/2020,Distribution,Internal Labor,USA,"75,295"
1/06/2020,Distribution,Internal Labor,USA,"80,875"
1/07/2020,Distribution,Internal Labor,USA,"82,114"
1/08/2020,Distribution,Internal Labor,USA,"82,114"
1/09/2020,Distribution,Internal Labor,USA,"81,871"
1/10/2020,Distribution,Internal Labor,USA,"82,354"
1/11/2020,Distribution,Internal Labor,USA,"82,316"
1/12/2020,Distribution,Internal Labor,USA,"82,116"
1/05/2020,Distribution,Moving,France,"2,486"
1/04/2020,Distribution,Moving,Spain,20
1/05/2020,Distribution,Moving,Spain,12
1/06/2020,Distribution,Moving,Spain,62
1/06/2020,Distribution,Moving,United Kingdom,"2,144"
1/02/2020,Distribution,Moving,USA,543
1/01/2020,Distribution,Other,Belgium,27
1/02/2020,Distribution,Other,Belgium,59
1/03/2020,Distribution,Other,Belgium,61
1/04/2020,Distribution,Other,Belgium,158
1/05/2020,Distribution,Other,Belgium,71
1/06/2020,Distribution,Other,Belgium,"-12,348"
1/02/2020,Distribution,Other,Canada,381
1/04/2020,Distribution,Other,Canada,31
1/06/2020,Distribution,Other,Canada,74
1/07/2020,Distribution,Other,Canada,373
1/08/2020,Distribution,Other,Canada,373
1/09/2020,Distribution,Other,Canada,373
1/10/2020,Distribution,Other,Canada,373
1/11/2020,Distribution,Other,Canada,373
1/12/2020,Distribution,Other,Canada,373
1/02/2020,Distribution,Other,France,38
1/03/2020,Distribution,Other,France,701
1/04/2020,Distribution,Other,France,126
1/06/2020,Distribution,Other,France,17
1/07/2020,Distribution,Other,France,"1,565"
1/08/2020,Distribution,Other,France,"1,565"
1/09/2020,Distribution,Other,France,"1,565"
1/10/2020,Distribution,Other,France,"1,565"
1/11/2020,Distribution,Other,France,"1,565"
1/12/2020,Distribution,Other,France,"1,565"
1/01/2020,Distribution,Other,Germany,233
1/02/2020,Distribution,Other,Germany,26
1/03/2020,Distribution,Other,Germany,62
1/04/2020,Distribution,Other,Germany,912
1/05/2020,Distribution,Other,Germany,"1,953"
1/06/2020,Distribution,Other,Germany,"7,109"
1/07/2020,Distribution,Other,Germany,"-2,630"
1/08/2020,Distribution,Other,Germany,"-2,630"
1/09/2020,Distribution,Other,Germany,"-2,630"
1/10/2020,Distribution,Other,Germany,"-2,630"
1/11/2020,Distribution,Other,Germany,"-2,630"
1/12/2020,Distribution,Other,Germany,"-2,630"
1/01/2020,Distribution,Other,Italy,35
1/03/2020,Distribution,Other,Italy,-91
1/04/2020,Distribution,Other,Italy,8
1/05/2020,Distribution,Other,Italy,314
1/06/2020,Distribution,Other,Italy,10
1/07/2020,Distribution,Other,Italy,"9,604"
1/08/2020,Distribution,Other,Italy,"9,604"
1/09/2020,Distribution,Other,Italy,"9,604"
1/10/2020,Distribution,Other,Italy,"9,604"
1/11/2020,Distribution,Other,Italy,"9,604"
1/12/2020,Distribution,Other,Italy,"9,604"
1/01/2020,Distribution,Other,Spain,12
1/02/2020,Distribution,Other,Spain,70
1/04/2020,Distribution,Other,Spain,67
1/09/2020,Distribution,Other,Spain,408
1/12/2020,Distribution,Other,Spain,408
1/01/2020,Distribution,Other,Switzerland,"2,827"
1/02/2020,Distribution,Other,Switzerland,306
1/03/2020,Distribution,Other,Switzerland,14
1/07/2020,Distribution,Other,Switzerland,"-2,441"
1/08/2020,Distribution,Other,Switzerland,"-2,441"
1/09/2020,Distribution,Other,Switzerland,"-2,441"
1/10/2020,Distribution,Other,Switzerland,"-2,441"
1/11/2020,Distribution,Other,Switzerland,"-2,441"
1/12/2020,Distribution,Other,Switzerland,"-2,441"
1/02/2020,Distribution,Other,United Kingdom,706
1/06/2020,Distribution,Other,United Kingdom,"2,202"
1/07/2020,Distribution,Other,United Kingdom,"-8,438"
1/08/2020,Distribution,Other,United Kingdom,"-8,438"
1/09/2020,Distribution,Other,United Kingdom,"-8,438"
1/10/2020,Distribution,Other,United Kingdom,"-8,438"
1/11/2020,Distribution,Other,United Kingdom,"-8,438"
1/12/2020,Distribution,Other,United Kingdom,"-8,438"
1/01/2020,Distribution,Other,USA,43
1/03/2020,Distribution,Other,USA,114
1/04/2020,Distribution,Other,USA,4
1/06/2020,Distribution,Other,USA,2
1/07/2020,Distribution,Other,USA,"4,491"
1/08/2020,Distribution,Other,USA,"4,491"
1/09/2020,Distribution,Other,USA,"4,491"
1/10/2020,Distribution,Other,USA,"4,491"
1/11/2020,Distribution,Other,USA,"4,491"
1/12/2020,Distribution,Other,USA,"4,491"
1/01/2020,Distribution,Outbound Allocations,United Kingdom,685
1/02/2020,Distribution,Outbound Allocations,United Kingdom,708
1/03/2020,Distribution,Outbound Allocations,United Kingdom,717
1/04/2020,Distribution,Outbound Allocations,United Kingdom,714
1/05/2020,Distribution,Outbound Allocations,United Kingdom,743
1/06/2020,Distribution,Outbound Allocations,United Kingdom,732
1/07/2020,Distribution,Outbound Allocations,United Kingdom,721
1/08/2020,Distribution,Outbound Allocations,United Kingdom,721
1/09/2020,Distribution,Outbound Allocations,United Kingdom,721
1/10/2020,Distribution,Outbound Allocations,United Kingdom,721
1/11/2020,Distribution,Outbound Allocations,United Kingdom,721
1/12/2020,Distribution,Outbound Allocations,United Kingdom,721
1/07/2020,Distribution,Project Expenses,France,"5,100"
1/08/2020,Distribution,Project Expenses,France,"5,100"
1/09/2020,Distribution,Project Expenses,France,"5,100"
1/10/2020,Distribution,Project Expenses,France,"5,100"
1/11/2020,Distribution,Project Expenses,France,"5,100"
1/12/2020,Distribution,Project Expenses,France,"5,100"
1/07/2020,Distribution,Recognition,Canada,12
1/08/2020,Distribution,Recognition,Canada,12
1/09/2020,Distribution,Recognition,Canada,12
1/10/2020,Distribution,Recognition,Canada,12
1/11/2020,Distribution,Recognition,Canada,12
1/12/2020,Distribution,Recognition,Canada,12
1/07/2020,Distribution,Recognition,USA,13
1/08/2020,Distribution,Recognition,USA,13
1/09/2020,Distribution,Recognition,USA,13
1/10/2020,Distribution,Recognition,USA,13
1/11/2020,Distribution,Recognition,USA,13
1/12/2020,Distribution,Recognition,USA,13
1/01/2020,Distribution,Severance,Italy,"-46,919"
1/02/2020,Distribution,Severance,Italy,350
1/03/2020,Distribution,Severance,Italy,"49,232"
1/04/2020,Distribution,Severance,Italy,539
1/05/2020,Distribution,Severance,Italy,529
1/06/2020,Distribution,Severance,Italy,755
1/02/2020,Distribution,Software,USA,288
1/06/2020,Distribution,Software,USA,10
1/01/2020,Distribution,Software Maintenance,France,"6,167"
1/04/2020,Distribution,Software Maintenance,France,"1,164"
1/04/2020,Distribution,Software Maintenance,USA,"1,886"
1/06/2020,Distribution,Software Maintenance,USA,"-1,347"
1/01/2020,Distribution,Supplies,Belgium,49
1/05/2020,Distribution,Supplies,Belgium,23
1/06/2020,Distribution,Supplies,Belgium,29
1/07/2020,Distribution,Supplies,Canada,117
1/08/2020,Distribution,Supplies,Canada,117
1/09/2020,Distribution,Supplies,Canada,117
1/10/2020,Distribution,Supplies,Canada,117
1/11/2020,Distribution,Supplies,Canada,117
1/12/2020,Distribution,Supplies,Canada,117
1/04/2020,Distribution,Supplies,Spain,44
1/04/2020,Distribution,Supplies,United Kingdom,20
1/02/2020,Distribution,Supplies,USA,26
1/03/2020,Distribution,Supplies,USA,27
1/04/2020,Distribution,Supplies,USA,49
1/06/2020,Distribution,Supplies,USA,19
1/01/2020,Distribution,Telecomm,Belgium,57
1/02/2020,Distribution,Telecomm,Belgium,67
1/03/2020,Distribution,Telecomm,Belgium,83
1/04/2020,Distribution,Telecomm,Belgium,61
1/05/2020,Distribution,Telecomm,Belgium,64
1/06/2020,Distribution,Telecomm,Belgium,41
1/07/2020,Distribution,Telecomm,Belgium,96
1/08/2020,Distribution,Telecomm,Belgium,96
1/09/2020,Distribution,Telecomm,Belgium,96
1/10/2020,Distribution,Telecomm,Belgium,96
1/11/2020,Distribution,Telecomm,Belgium,96
1/12/2020,Distribution,Telecomm,Belgium,96
1/01/2020,Distribution,Telecomm,Canada,90
1/02/2020,Distribution,Telecomm,Canada,51
1/03/2020,Distribution,Telecomm,Canada,-35
1/04/2020,Distribution,Telecomm,Canada,27
1/05/2020,Distribution,Telecomm,Canada,44
1/06/2020,Distribution,Telecomm,Canada,26
1/07/2020,Distribution,Telecomm,Canada,93
1/08/2020,Distribution,Telecomm,Canada,93
1/09/2020,Distribution,Telecomm,Canada,93
1/10/2020,Distribution,Telecomm,Canada,93
1/11/2020,Distribution,Telecomm,Canada,93
1/12/2020,Distribution,Telecomm,Canada,93
1/01/2020,Distribution,Telecomm,France,"2,428"
1/07/2020,Distribution,Telecomm,France,96
1/08/2020,Distribution,Telecomm,France,96
1/09/2020,Distribution,Telecomm,France,96
1/10/2020,Distribution,Telecomm,France,96
1/11/2020,Distribution,Telecomm,France,96
1/12/2020,Distribution,Telecomm,France,96
1/07/2020,Distribution,Telecomm,Germany,144
1/08/2020,Distribution,Telecomm,Germany,144
1/09/2020,Distribution,Telecomm,Germany,144
1/10/2020,Distribution,Telecomm,Germany,144
1/11/2020,Distribution,Telecomm,Germany,144
1/12/2020,Distribution,Telecomm,Germany,144
1/01/2020,Distribution,Telecomm,Italy,7
1/02/2020,Distribution,Telecomm,Italy,5
1/03/2020,Distribution,Telecomm,Italy,247
1/04/2020,Distribution,Telecomm,Italy,40
1/05/2020,Distribution,Telecomm,Italy,130
1/06/2020,Distribution,Telecomm,Italy,-4
1/07/2020,Distribution,Telecomm,Italy,96
1/08/2020,Distribution,Telecomm,Italy,96
1/09/2020,Distribution,Telecomm,Italy,96
1/10/2020,Distribution,Telecomm,Italy,96
1/11/2020,Distribution,Telecomm,Italy,96
1/12/2020,Distribution,Telecomm,Italy,96
1/01/2020,Distribution,Telecomm,Spain,58
1/03/2020,Distribution,Telecomm,Spain,30
1/07/2020,Distribution,Telecomm,Spain,96
1/08/2020,Distribution,Telecomm,Spain,96
1/09/2020,Distribution,Telecomm,Spain,116
1/10/2020,Distribution,Telecomm,Spain,96
1/11/2020,Distribution,Telecomm,Spain,96
1/12/2020,Distribution,Telecomm,Spain,116
1/01/2020,Distribution,Telecomm,Switzerland,224
1/02/2020,Distribution,Telecomm,Switzerland,292
1/03/2020,Distribution,Telecomm,Switzerland,"-2,944"
1/04/2020,Distribution,Telecomm,Switzerland,136
1/05/2020,Distribution,Telecomm,Switzerland,360
1/06/2020,Distribution,Telecomm,Switzerland,178
1/01/2020,Distribution,Telecomm,United Kingdom,"14,009"
1/02/2020,Distribution,Telecomm,United Kingdom,"8,306"
1/03/2020,Distribution,Telecomm,United Kingdom,"-120,217"
1/06/2020,Distribution,Telecomm,United Kingdom,120
1/07/2020,Distribution,Telecomm,United Kingdom,100
1/08/2020,Distribution,Telecomm,United Kingdom,100
1/09/2020,Distribution,Telecomm,United Kingdom,100
1/10/2020,Distribution,Telecomm,United Kingdom,100
1/11/2020,Distribution,Telecomm,United Kingdom,100
1/12/2020,Distribution,Telecomm,United Kingdom,100
1/02/2020,Distribution,Telecomm,USA,162
1/03/2020,Distribution,Telecomm,USA,374
1/04/2020,Distribution,Telecomm,USA,73
1/06/2020,Distribution,Telecomm,USA,761
1/01/2020,Distribution,Training,Belgium,"-2,837"
1/02/2020,Distribution,Training,Belgium,"-4,359"
1/03/2020,Distribution,Training,Belgium,"2,678"
1/07/2020,Distribution,Training,Belgium,72
1/08/2020,Distribution,Training,Belgium,72
1/09/2020,Distribution,Training,Belgium,72
1/10/2020,Distribution,Training,Belgium,72
1/11/2020,Distribution,Training,Belgium,72
1/12/2020,Distribution,Training,Belgium,72
1/07/2020,Distribution,Training,Canada,70
1/08/2020,Distribution,Training,Canada,70
1/09/2020,Distribution,Training,Canada,70
1/10/2020,Distribution,Training,Canada,70
1/11/2020,Distribution,Training,Canada,70
1/12/2020,Distribution,Training,Canada,70
1/01/2020,Distribution,Training,France,"1,506"
